reference_package	reference_version	reference_architecture	source	source_version	target_package	target_architecture	disposition	match_reason	candidate_version	candidate_sha256	repository_filename
libzvbi-common	0.2.35-18	all	zvbi	0.2.35-18	libzvbi-common	all	reuse-all	exact-binary-and-source-version	0.2.35-18	53ed21370b937a9385e1fcf1626400891bd4fd86a76b31654fb45e0875d8bfb8	53ed21370b937a9385e1fcf1626400891bd4fd86a76b31654fb45e0875d8bfb8-libzvbi-common_0.2.35-18_all.deb
libzvbi0	0.2.35-18	amd64	zvbi	0.2.35-18	libzvbi0	arm64	native-arm64	exact-binary-and-source-version	0.2.35-18	40626984d48d486b62f08c255eb9397a04f52ca2983e8d689e5de5e94e29a4b1	40626984d48d486b62f08c255eb9397a04f52ca2983e8d689e5de5e94e29a4b1-libzvbi0_0.2.35-18_arm64.deb
lightdm	1.26.0-7+grm3u1	amd64	lightdm	1.26.0-7+grm3u1	lightdm	arm64	native-arm64	exact-binary-and-source-version	1.26.0-7+grm3u1	b02a7ed003ac733b5d713646ae13bbc635d6d0b9046d5353f4c75c136eabd3b1	b02a7ed003ac733b5d713646ae13bbc635d6d0b9046d5353f4c75c136eabd3b1-lightdm_1.26.0-7+grm3u1_arm64.deb
linux-base	4.6	all	linux-base	4.6	linux-base	all	reuse-all	exact-binary-and-source-version	4.6	5fa6a64c4184ffa958f8ca13d10922333ff0adaf9f9e0d819ed56f5f69872620	5fa6a64c4184ffa958f8ca13d10922333ff0adaf9f9e0d819ed56f5f69872620-linux-base_4.6_all.deb
linux-image-amd64	5.10.179-1+grm3u1	amd64	linux-signed-amd64	5.10.179+1+grm3u1	linux-image-arm64	arm64	arch-replace	audited-config-only-architecture-replacement	5.10.179-1+grm3u1	b8d081d1620e2140f690b8a12ed18141ea63d5ee2c9647f5c0c276cb274be55f	b8d081d1620e2140f690b8a12ed18141ea63d5ee2c9647f5c0c276cb274be55f-linux-image-arm64_5.10.179-1+grm3u1_arm64.deb
live-boot	1:20210208	all	live-boot	1:20210208	live-boot	all	reuse-all	exact-binary-and-source-version	1:20210208	2342241139d8cf48b67c898949a5a156356167221fcb2028eecdf3268112ceb9	2342241139d8cf48b67c898949a5a156356167221fcb2028eecdf3268112ceb9-live-boot_1%3a20210208_all.deb
live-boot-initramfs-tools	1:20210208	all	live-boot	1:20210208	live-boot-initramfs-tools	all	reuse-all	exact-binary-and-source-version	1:20210208	f1a72ed11e6e1848423d4c800e3b9c7dd23ad40ac215bd366c953d3d51062d0b	f1a72ed11e6e1848423d4c800e3b9c7dd23ad40ac215bd366c953d3d51062d0b-live-boot-initramfs-tools_1%3a20210208_all.deb
live-config	11.0.3+grm3u1	all	live-config	11.0.3+grm3u1	live-config	all	reuse-all	exact-binary-and-source-version	11.0.3+grm3u1	a5462b9ab1f0d63a32e9176d1b4d5a6dc2b6f1031c83e254d7c0088466d673a6	a5462b9ab1f0d63a32e9176d1b4d5a6dc2b6f1031c83e254d7c0088466d673a6-live-config_11.0.3+grm3u1_all.deb
live-config-systemd	11.0.3+grm3u1	all	live-config	11.0.3+grm3u1	live-config-systemd	all	reuse-all	exact-binary-and-source-version	11.0.3+grm3u1	f7a9718ba58b94a00789a781c341865bd964d67f22ff7b45dad82d6c40a109db	f7a9718ba58b94a00789a781c341865bd964d67f22ff7b45dad82d6c40a109db-live-config-systemd_11.0.3+grm3u1_all.deb
live-installer	2023.06.30+han3u1	all	live-installer	2023.06.30+han3u1	live-installer	all	reuse-all	exact-binary-and-source-version	2023.06.30+han3u1	b24dd61c44baa3e5c1a398d624b2690773b12a9891042be34b395809afc0f461	b24dd61c44baa3e5c1a398d624b2690773b12a9891042be34b395809afc0f461-live-installer_2023.06.30+han3u1_all.deb
live-tools	1:20190831	all	live-tools	1:20190831	live-tools	all	reuse-all	exact-binary-and-source-version	1:20190831	3e13f81f4a5930999225b9cd273ac092510c3f819892956c2a985757f1e31f44	3e13f81f4a5930999225b9cd273ac092510c3f819892956c2a985757f1e31f44-live-tools_1%3a20190831_all.deb
locales	2.31-13+deb11u6	all	glibc	2.31-13+deb11u6	locales	all	reuse-all	exact-binary-and-source-version	2.31-13+deb11u6	658814b05592b32e790acdf078edb5d39270dba38485f8ab52fba1f5e08af8e7	658814b05592b32e790acdf078edb5d39270dba38485f8ab52fba1f5e08af8e7-locales_2.31-13+deb11u6_all.deb
login	1:4.8.1-1	amd64	shadow	1:4.8.1-1	login	arm64	native-arm64	exact-binary-and-source-version	1:4.8.1-1	12f4b03f12f24c2119882af758dfcc334cd9ba150e1cd32da9b0ee89a281d00e	12f4b03f12f24c2119882af758dfcc334cd9ba150e1cd32da9b0ee89a281d00e-login_1%3a4.8.1-1_arm64.deb
logrotate	3.18.0-2+deb11u1	amd64	logrotate	3.18.0-2+deb11u1	logrotate	arm64	native-arm64	exact-binary-and-source-version	3.18.0-2+deb11u1	29427af8f69fcb58b30f4eb7d105e1949f9e4f3f1e49ab71078687b6f18e0e55	29427af8f69fcb58b30f4eb7d105e1949f9e4f3f1e49ab71078687b6f18e0e55-logrotate_3.18.0-2+deb11u1_arm64.deb
logsave	1.46.2-2	amd64	e2fsprogs	1.46.2-2	logsave	arm64	native-arm64	exact-binary-and-source-version	1.46.2-2	b05517dbd3ecf46bf483e427edbfa9a4940dd91b891600abce3a5e243c8cfe01	b05517dbd3ecf46bf483e427edbfa9a4940dd91b891600abce3a5e243c8cfe01-logsave_1.46.2-2_arm64.deb
lsb-base	11.1.0	all	lsb	11.1.0	lsb-base	all	reuse-all	exact-binary-and-source-version	11.1.0	89ed6332074d827a65305f9a51e591dff20641d61ff5e11f4e1822a9987e96fe	89ed6332074d827a65305f9a51e591dff20641d61ff5e11f4e1822a9987e96fe-lsb-base_11.1.0_all.deb
lsb-release	11.1.0	all	lsb	11.1.0	lsb-release	all	reuse-all	exact-binary-and-source-version	11.1.0	c74adc38433949157e8346ce2fd94994193f5e7f1fdb42f6296c0c634870dd8c	c74adc38433949157e8346ce2fd94994193f5e7f1fdb42f6296c0c634870dd8c-lsb-release_11.1.0_all.deb
lsof	4.93.2+dfsg-1.1	amd64	lsof	4.93.2+dfsg-1.1	lsof	arm64	native-arm64	exact-binary-and-source-version	4.93.2+dfsg-1.1	820ccff7fff8181291fe6150a398e1361174fd4709ff5e150a913ca22e85c6e8	820ccff7fff8181291fe6150a398e1361174fd4709ff5e150a913ca22e85c6e8-lsof_4.93.2+dfsg-1.1_arm64.deb
lua-bitop	1.0.2-5	amd64	lua-bitop	1.0.2-5	lua-bitop	arm64	native-arm64	exact-binary-and-source-version	1.0.2-5	f7a0c695b5d7c005e6031576252373e11d6f00bcb02c4abf0b5ea332d388d805	f7a0c695b5d7c005e6031576252373e11d6f00bcb02c4abf0b5ea332d388d805-lua-bitop_1.0.2-5_arm64.deb
lua-expat	1.3.0-4+b1	amd64	lua-expat	1.3.0-4	lua-expat	arm64	native-arm64	exact-binary-and-source-version	1.3.0-4+b1	20af496368b17d8f6064dfbb583d20b81136aaa52b265baf48480bec76d28501	20af496368b17d8f6064dfbb583d20b81136aaa52b265baf48480bec76d28501-lua-expat_1.3.0-4+b1_arm64.deb
lua-json	1.3.4-2	all	lua-json	1.3.4-2	lua-json	all	reuse-all	exact-binary-and-source-version	1.3.4-2	8189a99f6d27eceb602bc53fbbd770676b0682cbfd9e4a7bfb9cfbed279b7663	8189a99f6d27eceb602bc53fbbd770676b0682cbfd9e4a7bfb9cfbed279b7663-lua-json_1.3.4-2_all.deb
lua-lpeg	1.0.2-1	amd64	lua-lpeg	1.0.2-1	lua-lpeg	arm64	native-arm64	exact-binary-and-source-version	1.0.2-1	aaf8f109ae4afcead84d34d9781db1d86d5e03dd6076318ef0bde3c300c60cff	aaf8f109ae4afcead84d34d9781db1d86d5e03dd6076318ef0bde3c300c60cff-lua-lpeg_1.0.2-1_arm64.deb
lua-socket	3.0~rc1+git+ac3201d-4	amd64	luasocket	3.0~rc1+git+ac3201d-4	lua-socket	arm64	native-arm64	exact-binary-and-source-version	3.0~rc1+git+ac3201d-4	2af5226e97b9862c141c779ba9b327b9c75b6d6a65daa9e4e13da0b98f0aed2b	2af5226e97b9862c141c779ba9b327b9c75b6d6a65daa9e4e13da0b98f0aed2b-lua-socket_3.0~rc1+git+ac3201d-4_arm64.deb
mailcap	3.69	all	mailcap	3.69	mailcap	all	reuse-all	exact-binary-and-source-version	3.69	63fa5520f05d2aea5ca23eee95981a5e029608e1186ded4143470c8f84184158	63fa5520f05d2aea5ca23eee95981a5e029608e1186ded4143470c8f84184158-mailcap_3.69_all.deb
malcontent	0.10.0-2	all	malcontent	0.10.0-2	malcontent	all	reuse-all	exact-binary-and-source-version	0.10.0-2	6a803f5913ff02101a60da79c07a22944459c9d02bbf28758c6cbd9b2d1fa54a	6a803f5913ff02101a60da79c07a22944459c9d02bbf28758c6cbd9b2d1fa54a-malcontent_0.10.0-2_all.deb
malcontent-gui	0.10.0-2	amd64	malcontent	0.10.0-2	malcontent-gui	arm64	native-arm64	exact-binary-and-source-version	0.10.0-2	724568d5bc1dc639b51362655dc5d7714f21cec1039c3c601a35f1dc25abd318	724568d5bc1dc639b51362655dc5d7714f21cec1039c3c601a35f1dc25abd318-malcontent-gui_0.10.0-2_arm64.deb
man-db	2.9.4-2	amd64	man-db	2.9.4-2	man-db	arm64	native-arm64	exact-binary-and-source-version	2.9.4-2	1c3180af401a484487dbe7464f5d918919196fd719c9e36f28bf8f23ce1cd758	1c3180af401a484487dbe7464f5d918919196fd719c9e36f28bf8f23ce1cd758-man-db_2.9.4-2_arm64.deb
mawk	1.3.4.20200120-2	amd64	mawk	1.3.4.20200120-2	mawk	arm64	native-arm64	exact-binary-and-source-version	1.3.4.20200120-2	df21357f10fedf3ab162f06834498c9d2b284e5e6eb9211f1b5b71f8a2733278	df21357f10fedf3ab162f06834498c9d2b284e5e6eb9211f1b5b71f8a2733278-mawk_1.3.4.20200120-2_arm64.deb
mdadm	4.1-11	amd64	mdadm	4.1-11	mdadm	arm64	native-arm64	exact-binary-and-source-version	4.1-11	221fafc8f9e06293034ddecd34a17d33ca1d05b64ea9c16ce5615862b7c18a34	221fafc8f9e06293034ddecd34a17d33ca1d05b64ea9c16ce5615862b7c18a34-mdadm_4.1-11_arm64.deb
media-types	4.0.0	all	media-types	4.0.0	media-types	all	reuse-all	exact-binary-and-source-version	4.0.0	f9835dcf3cdbaf163104d4e511c9c4e0f41a56822e147e57f28f749fcbf7d44c	f9835dcf3cdbaf163104d4e511c9c4e0f41a56822e147e57f28f749fcbf7d44c-media-types_4.0.0_all.deb
menu	2.1.48	amd64	menu	2.1.48	menu	arm64	native-arm64	exact-binary-and-source-version	2.1.48	113cc8930bac090026028db6790346d8398a7c043f1d3a24b565083828130d69	113cc8930bac090026028db6790346d8398a7c043f1d3a24b565083828130d69-menu_2.1.48_arm64.deb
metacity	1:3.38.0-2+grm3u1	amd64	metacity	1:3.38.0-2+grm3u1	metacity	arm64	native-arm64	exact-binary-and-source-version	1:3.38.0-2+grm3u1	b9d644a494b1a7683e5968a65472287342baff11c4f481b6d1a33386e9081aa2	b9d644a494b1a7683e5968a65472287342baff11c4f481b6d1a33386e9081aa2-metacity_3.38.0-2+grm3u1_arm64.deb
metacity-common	1:3.38.0-2+grm3u1	all	metacity	1:3.38.0-2+grm3u1	metacity-common	all	reuse-all	exact-binary-and-source-version	1:3.38.0-2+grm3u1	ae644784759a75f98da488fb44b4137d62135360d42642217559a17927b0bb1e	ae644784759a75f98da488fb44b4137d62135360d42642217559a17927b0bb1e-metacity-common_3.38.0-2+grm3u1_all.deb
mime-support	3.66	all	mime-support	3.66	mime-support	all	reuse-all	exact-binary-and-source-version	3.66	b964e671e6c47674879a3e54130b6737e8760fbd3da6afcc015faa174af98ba0	b964e671e6c47674879a3e54130b6737e8760fbd3da6afcc015faa174af98ba0-mime-support_3.66_all.deb
moka-icon-theme	5.4.0.3-1	all	moka-icon-theme	5.4.0.3-1	moka-icon-theme	all	reuse-all	exact-binary-and-source-version	5.4.0.3-1	7c3791b3013b5f73da3452479c663fbe15148fd102e58496a89b46eee9f9343e	7c3791b3013b5f73da3452479c663fbe15148fd102e58496a89b46eee9f9343e-moka-icon-theme_5.4.0.3-1_all.deb
mount	2.36.1-8+deb11u1	amd64	util-linux	2.36.1-8+deb11u1	mount	arm64	native-arm64	exact-binary-and-source-version	2.36.1-8+deb11u1	20e5b8bcb711f4171dc62fe5bbc16dcfbdb77d1e4caaa45f62645ae09acd67a5	20e5b8bcb711f4171dc62fe5bbc16dcfbdb77d1e4caaa45f62645ae09acd67a5-mount_2.36.1-8+deb11u1_arm64.deb
mousetweaks	3.32.0-3+grm3u1	amd64	mousetweaks	3.32.0-3+grm3u1	mousetweaks	arm64	native-arm64	exact-binary-and-source-version	3.32.0-3+grm3u1	1884b447e6f258abe6adee174b9f02fc2ef45345bc84828e48f7425639cdc77f	1884b447e6f258abe6adee174b9f02fc2ef45345bc84828e48f7425639cdc77f-mousetweaks_3.32.0-3+grm3u1_arm64.deb
nano	5.4-2+deb11u2	amd64	nano	5.4-2+deb11u2	nano	arm64	native-arm64	exact-binary-and-source-version	5.4-2+deb11u2	0eb9155031e007914800bdae631572982040376ea13d36fb2708a79171b12bfc	0eb9155031e007914800bdae631572982040376ea13d36fb2708a79171b12bfc-nano_5.4-2+deb11u2_arm64.deb
nautilus	3.38.2-1+deb11u1+grm3u8	amd64	nautilus	3.38.2-1+deb11u1+grm3u8	nautilus	arm64	native-arm64	exact-binary-and-source-version	3.38.2-1+deb11u1+grm3u8	d7a96f58524266cf15fc50840665f5959d3ffee34a7aeb3daef8a5703b791699	d7a96f58524266cf15fc50840665f5959d3ffee34a7aeb3daef8a5703b791699-nautilus_3.38.2-1+deb11u1+grm3u8_arm64.deb
nautilus-data	3.38.2-1+deb11u1+grm3u8	all	nautilus	3.38.2-1+deb11u1+grm3u8	nautilus-data	all	reuse-all	exact-binary-and-source-version	3.38.2-1+deb11u1+grm3u8	5415f608200fe7913edaade4e5c42303951cdb80d052ba15e87444c86dca09df	5415f608200fe7913edaade4e5c42303951cdb80d052ba15e87444c86dca09df-nautilus-data_3.38.2-1+deb11u1+grm3u8_all.deb
ncurses-base	6.2+20201114-2+deb11u1	all	ncurses	6.2+20201114-2+deb11u1	ncurses-base	all	reuse-all	exact-binary-and-source-version	6.2+20201114-2+deb11u1	53147c4bd973c40b3d4d019a5435cf4f2850d4996f0dec52e5cd9167431b35a4	53147c4bd973c40b3d4d019a5435cf4f2850d4996f0dec52e5cd9167431b35a4-ncurses-base_6.2+20201114-2+deb11u1_all.deb
ncurses-bin	6.2+20201114-2+deb11u1	amd64	ncurses	6.2+20201114-2+deb11u1	ncurses-bin	arm64	native-arm64	exact-binary-and-source-version	6.2+20201114-2+deb11u1	ff10ba0d50d425e8c7da34949c98c5ce3e9adeb2a48bedca5d4ee9140a7b36ac	ff10ba0d50d425e8c7da34949c98c5ce3e9adeb2a48bedca5d4ee9140a7b36ac-ncurses-bin_6.2+20201114-2+deb11u1_arm64.deb
netbase	6.3	all	netbase	6.3	netbase	all	reuse-all	exact-binary-and-source-version	6.3	f444889ad3441758e3a5092418e062da2b0c6a811fdb0c262a6b70cb2518dbde	f444889ad3441758e3a5092418e062da2b0c6a811fdb0c262a6b70cb2518dbde-netbase_6.3_all.deb
network-manager	1.30.0-2+grm3u3	amd64	network-manager	1.30.0-2+grm3u3	network-manager	arm64	native-arm64	exact-binary-and-source-version	1.30.0-2+grm3u3	63f0fc230506bb0601a0321d949820a614e422de487c8fa5868617d8809ed321	63f0fc230506bb0601a0321d949820a614e422de487c8fa5868617d8809ed321-network-manager_1.30.0-2+grm3u3_arm64.deb
network-manager-gnome	1.20.0-3+grm3u4	amd64	network-manager-applet	1.20.0-3+grm3u4	network-manager-gnome	arm64	native-arm64	exact-binary-and-source-version	1.20.0-3+grm3u4	46389382ee7fec52d1bd40383536dd872a5e192b2f580fb81a780c566d4eb7ca	46389382ee7fec52d1bd40383536dd872a5e192b2f580fb81a780c566d4eb7ca-network-manager-gnome_1.20.0-3+grm3u4_arm64.deb
network-manager-openvpn	1.8.12-2	amd64	network-manager-openvpn	1.8.12-2	network-manager-openvpn	arm64	native-arm64	exact-binary-and-source-version	1.8.12-2	9deb446154425e6e573682860e051191d0999050a7fd69de977b09451abd27a6	9deb446154425e6e573682860e051191d0999050a7fd69de977b09451abd27a6-network-manager-openvpn_1.8.12-2_arm64.deb
network-manager-openvpn-gnome	1.8.12-2	amd64	network-manager-openvpn	1.8.12-2	network-manager-openvpn-gnome	arm64	native-arm64	exact-binary-and-source-version	1.8.12-2	4839326a90909390ecc769dede40898e226ea72a5b4b7904edf43f6ff9d1b089	4839326a90909390ecc769dede40898e226ea72a5b4b7904edf43f6ff9d1b089-network-manager-openvpn-gnome_1.8.12-2_arm64.deb
nftables	0.9.8-3.1+deb11u1	amd64	nftables	0.9.8-3.1+deb11u1	nftables	arm64	native-arm64	exact-binary-and-source-version	0.9.8-3.1+deb11u1	8fcd04ff9b6119b61c3ea2233d4201e2f72a2d9e2ed3fa022520d878e3226305	8fcd04ff9b6119b61c3ea2233d4201e2f72a2d9e2ed3fa022520d878e3226305-nftables_0.9.8-3.1+deb11u1_arm64.deb
nimf	2023.06.30+grm3u1	amd64	nimf	2023.06.30+grm3u1	nimf	arm64	native-arm64	exact-binary-and-source-version	2023.06.30+grm3u1	9b7d14e9c539e7b097cbf7ea606a6b0914e5aee493147b2a3f4aa790a2e028ab	9b7d14e9c539e7b097cbf7ea606a6b0914e5aee493147b2a3f4aa790a2e028ab-nimf_2023.06.30+grm3u1_arm64.deb
nimf-libhangul	2023.06.30+grm3u1	amd64	nimf	2023.06.30+grm3u1	nimf-libhangul	arm64	native-arm64	exact-binary-and-source-version	2023.06.30+grm3u1	8d3f5bb50ab81656156b9eed9e40a462db1fa8f266ddfa629dd175caa7beb673	8d3f5bb50ab81656156b9eed9e40a462db1fa8f266ddfa629dd175caa7beb673-nimf-libhangul_2023.06.30+grm3u1_arm64.deb
ntfs-3g	1:2017.3.23AR.3-4+deb11u3	amd64	ntfs-3g	1:2017.3.23AR.3-4+deb11u3	ntfs-3g	arm64	native-arm64	exact-binary-and-source-version	1:2017.3.23AR.3-4+deb11u3	d106afa7ef26fad5f40af8c05d69afa1aa02c571ef7ff522f299a5f9c6bd45a0	d106afa7ef26fad5f40af8c05d69afa1aa02c571ef7ff522f299a5f9c6bd45a0-ntfs-3g_1%3a2017.3.23AR.3-4+deb11u3_arm64.deb
numix-icon-theme	0~20190920-1	all	numix-icon-theme	0~20190920-1	numix-icon-theme	all	reuse-all	exact-binary-and-source-version	0~20190920-1	2acf7b4959126569de2bfcc714309f6aaaaa6ab2425ba92cce832d2087a78271	2acf7b4959126569de2bfcc714309f6aaaaa6ab2425ba92cce832d2087a78271-numix-icon-theme_0~20190920-1_all.deb
numix-icon-theme-circle	20.09.19-1	all	numix-icon-theme-circle	20.09.19-1	numix-icon-theme-circle	all	reuse-all	exact-binary-and-source-version	20.09.19-1	27d18a9735e0d9275498433fe0765efb1ad19ed79f58ea0e5886f9a675137655	27d18a9735e0d9275498433fe0765efb1ad19ed79f58ea0e5886f9a675137655-numix-icon-theme-circle_20.09.19-1_all.deb
nvidia-installer-cleanup	20151021+13	amd64	nvidia-support	20151021+13	nvidia-installer-cleanup	arm64	native-arm64	exact-binary-and-source-version	20151021+13	4928cfda105c5516bf050deff508d5b21adb00e1a0bdfc5b945caf4cec26b36f	4928cfda105c5516bf050deff508d5b21adb00e1a0bdfc5b945caf4cec26b36f-nvidia-installer-cleanup_20151021+13_arm64.deb
nvidia-kernel-common	20151021+13	amd64	nvidia-support	20151021+13	nvidia-kernel-common	arm64	native-arm64	exact-binary-and-source-version	20151021+13	5a1f10cffc5407a6b63dcdf3f72af842ad9e39a808bb9418a4805aa0be345c65	5a1f10cffc5407a6b63dcdf3f72af842ad9e39a808bb9418a4805aa0be345c65-nvidia-kernel-common_20151021+13_arm64.deb
nvidia-modprobe	470.182.03-1	amd64	nvidia-modprobe	470.182.03-1	nvidia-modprobe	arm64	native-arm64	exact-binary-and-source-version	470.182.03-1	90601e04160343aae17275efa871326725f12f2bf8b2786f078485163b163735	90601e04160343aae17275efa871326725f12f2bf8b2786f078485163b163735-nvidia-modprobe_470.182.03-1_arm64.deb
nvidia-tesla-470-alternative	470.182.03-1~deb11u1	amd64	nvidia-graphics-drivers-tesla-470	470.182.03-1~deb11u1	nvidia-tesla-470-alternative	arm64	native-arm64	exact-binary-and-source-version	470.182.03-1~deb11u1	29ea2be1d1abe92c181401e6e305935d91b1f667eeb58a40b0ccc5730e5e7a84	29ea2be1d1abe92c181401e6e305935d91b1f667eeb58a40b0ccc5730e5e7a84-nvidia-tesla-470-alternative_470.182.03-1~deb11u1_arm64.deb
nvidia-tesla-470-kernel-support	470.182.03-1~deb11u1	amd64	nvidia-graphics-drivers-tesla-470	470.182.03-1~deb11u1	nvidia-tesla-470-kernel-support	arm64	native-arm64	exact-binary-and-source-version	470.182.03-1~deb11u1	85fa1557dd75f425b8767421a027df8f7c8d795fc6ad325e13b4803a38a421b0	85fa1557dd75f425b8767421a027df8f7c8d795fc6ad325e13b4803a38a421b0-nvidia-tesla-470-kernel-support_470.182.03-1~deb11u1_arm64.deb
ocl-icd-libopencl1	2.2.14-2	amd64	ocl-icd	2.2.14-2	ocl-icd-libopencl1	arm64	native-arm64	exact-binary-and-source-version	2.2.14-2	988af69eca9c4b7433572d11ecbc048a7680ae15afa78941782945b18ff185d7	988af69eca9c4b7433572d11ecbc048a7680ae15afa78941782945b18ff185d7-ocl-icd-libopencl1_2.2.14-2_arm64.deb
openprinting-ppds	20200820-1	all	foomatic-db	20200820-1	openprinting-ppds	all	reuse-all	exact-binary-and-source-version	20200820-1	cd1ecc769373c53ce0796b76295e2f18b60cc9dde872ae4ed43e7aa830725e01	cd1ecc769373c53ce0796b76295e2f18b60cc9dde872ae4ed43e7aa830725e01-openprinting-ppds_20200820-1_all.deb
openssl	1.1.1n-0+deb11u5	amd64	openssl	1.1.1n-0+deb11u5	openssl	arm64	native-arm64	exact-binary-and-source-version	1.1.1n-0+deb11u5	d6fb022b1fcb30cb7e385560274d544661a8fef144188bec2d4d9f7513ff6fb2	d6fb022b1fcb30cb7e385560274d544661a8fef144188bec2d4d9f7513ff6fb2-openssl_1.1.1n-0+deb11u5_arm64.deb
openvpn	2.5.1-3	amd64	openvpn	2.5.1-3	openvpn	arm64	native-arm64	exact-binary-and-source-version	2.5.1-3	135a7262427c08dde6d7fb585b5b44bae9f18df612ac8dc39b50d55699bdc288	135a7262427c08dde6d7fb585b5b44bae9f18df612ac8dc39b50d55699bdc288-openvpn_2.5.1-3_arm64.deb
os-prober	1.79	amd64	os-prober	1.79	os-prober	arm64	native-arm64	exact-binary-and-source-version	1.79	a2c0e561c6383f1d6142d8c6e93e039cc151252251c40b212560d741ac1ade74	a2c0e561c6383f1d6142d8c6e93e039cc151252251c40b212560d741ac1ade74-os-prober_1.79_arm64.deb
osinfo-db	0.20210215-1	all	osinfo-db	0.20210215-1	osinfo-db	all	reuse-all	exact-binary-and-source-version	0.20210215-1	7eda4861e9ca514a059d7bbe26bf8751f105cc28c8f4ad4a387fbbe1d10ff4e8	7eda4861e9ca514a059d7bbe26bf8751f105cc28c8f4ad4a387fbbe1d10ff4e8-osinfo-db_0.20210215-1_all.deb
p11-kit	0.23.22-1	amd64	p11-kit	0.23.22-1	p11-kit	arm64	native-arm64	exact-binary-and-source-version	0.23.22-1	981a14d695530319213ca3a3f19b1b2a21f8184b27da1d0d28c0b54a9fe3ced5	981a14d695530319213ca3a3f19b1b2a21f8184b27da1d0d28c0b54a9fe3ced5-p11-kit_0.23.22-1_arm64.deb
p11-kit-modules	0.23.22-1	amd64	p11-kit	0.23.22-1	p11-kit-modules	arm64	native-arm64	exact-binary-and-source-version	0.23.22-1	a66e4376127270121580ee26b552c9a831afd677c697e648935e52e189941978	a66e4376127270121580ee26b552c9a831afd677c697e648935e52e189941978-p11-kit-modules_0.23.22-1_arm64.deb
p7zip	16.02+dfsg-8+grm3u1	amd64	p7zip	16.02+dfsg-8+grm3u1	p7zip	arm64	native-arm64	exact-binary-and-source-version	16.02+dfsg-8+grm3u1	72a0e9f3943e5d529141a9d1475e838dc1d3a42fd497e1c628cdf095241c42ad	72a0e9f3943e5d529141a9d1475e838dc1d3a42fd497e1c628cdf095241c42ad-p7zip_16.02+dfsg-8+grm3u1_arm64.deb
p7zip-full	16.02+dfsg-8+grm3u1	amd64	p7zip	16.02+dfsg-8+grm3u1	p7zip-full	arm64	native-arm64	exact-binary-and-source-version	16.02+dfsg-8+grm3u1	dda5c02cb3edbed2830b6367d575c989d5a2f09cdbe0161b5ff6dd1d7768c5c8	dda5c02cb3edbed2830b6367d575c989d5a2f09cdbe0161b5ff6dd1d7768c5c8-p7zip-full_16.02+dfsg-8+grm3u1_arm64.deb
packagekit	1.2.2-2	amd64	packagekit	1.2.2-2	packagekit	arm64	native-arm64	exact-binary-and-source-version	1.2.2-2	eb4d5be62198a38c3508ebf1070ecb36b031b11d66f99e03172410d907e205a9	eb4d5be62198a38c3508ebf1070ecb36b031b11d66f99e03172410d907e205a9-packagekit_1.2.2-2_arm64.deb
packagekit-tools	1.2.2-2	amd64	packagekit	1.2.2-2	packagekit-tools	arm64	native-arm64	exact-binary-and-source-version	1.2.2-2	02d7d8815fd9d99b41d1c4e74935bb1aee5dc9136d3856d24c8ab5890691cdab	02d7d8815fd9d99b41d1c4e74935bb1aee5dc9136d3856d24c8ab5890691cdab-packagekit-tools_1.2.2-2_arm64.deb
pam-gooroom	0.4.3+grm3u1	amd64	pam-gooroom	0.4.3+grm3u1	pam-gooroom	arm64	native-arm64	exact-binary-and-source-version	0.4.3+grm3u1	d9b8310bd113e83b07cd25db67b8a85806b69c4d15ed50f0d193c8b567f6c7db	d9b8310bd113e83b07cd25db67b8a85806b69c4d15ed50f0d193c8b567f6c7db-pam-gooroom_0.4.3+grm3u1_arm64.deb
papirus-icon-theme	20210201-1	all	papirus-icon-theme	20210201-1	papirus-icon-theme	all	reuse-all	exact-binary-and-source-version	20210201-1	e10a1eb7b1d7ceeab84fef8e3cb70e8b8eec62eb6be30b7d5452787e93a229bf	e10a1eb7b1d7ceeab84fef8e3cb70e8b8eec62eb6be30b7d5452787e93a229bf-papirus-icon-theme_20210201-1_all.deb
parted	3.4-1	amd64	parted	3.4-1	parted	arm64	native-arm64	exact-binary-and-source-version	3.4-1	fd0ad134580423e279f14a1dac217e4eecd231b547a128284a77351b74a03253	fd0ad134580423e279f14a1dac217e4eecd231b547a128284a77351b74a03253-parted_3.4-1_arm64.deb
passwd	1:4.8.1-1	amd64	shadow	1:4.8.1-1	passwd	arm64	native-arm64	exact-binary-and-source-version	1:4.8.1-1	5a675c9d23f176ea195678a949e144b23c7a8b268b03e0df8919a2cfc198e585	5a675c9d23f176ea195678a949e144b23c7a8b268b03e0df8919a2cfc198e585-passwd_1%3a4.8.1-1_arm64.deb
pci.ids	0.0~2021.02.08-1	all	pci.ids	0.0~2021.02.08-1	pci.ids	all	reuse-all	exact-binary-and-source-version	0.0~2021.02.08-1	dca1f318c0dde3b982ab6dec8244474ac21a02a603587e7a309323426689575b	dca1f318c0dde3b982ab6dec8244474ac21a02a603587e7a309323426689575b-pci.ids_0.0~2021.02.08-1_all.deb
perl	5.32.1-4+deb11u2	amd64	perl	5.32.1-4+deb11u2	perl	arm64	native-arm64	exact-binary-and-source-version	5.32.1-4+deb11u2	625a2d0cafb5089953012d60d3a5ba726b692d9d49955a251b78b8cce884d05b	625a2d0cafb5089953012d60d3a5ba726b692d9d49955a251b78b8cce884d05b-perl_5.32.1-4+deb11u2_arm64.deb
