package	amd64_version	amd64_architecture	source	source_version	arm64_package	arm64_version	status	reason	selected
libvo-aacenc0	0.1.3-2	amd64	vo-aacenc	0.1.3-2	libvo-aacenc0	0.1.3-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:b86d13dae80e35813d01492f4056aa924b08b41698468ab1d17425860f3d0151"", ""architecture"": ""arm64"", ""download_filename"": ""libvo-aacenc0_0.1.3-2_arm64.deb"", ""filename"": ""pool/main/v/vo-aacenc/libvo-aacenc0_0.1.3-2_arm64.deb"", ""package"": ""libvo-aacenc0"", ""sha256"": ""b86d13dae80e35813d01492f4056aa924b08b41698468ab1d17425860f3d0151"", ""size"": 65740, ""source"": ""vo-aacenc"", ""source_version"": ""0.1.3-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/vo-aacenc/libvo-aacenc0_0.1.3-2_arm64.deb"", ""version"": ""0.1.3-2""}"
libvo-amrwbenc0	0.1.3-2	amd64	vo-amrwbenc	0.1.3-2	libvo-amrwbenc0	0.1.3-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:9f359ac83bf72104f29584f0c9efd5c440a592f5d6ad24fb785213718084f624"", ""architecture"": ""arm64"", ""download_filename"": ""libvo-amrwbenc0_0.1.3-2_arm64.deb"", ""filename"": ""pool/main/v/vo-amrwbenc/libvo-amrwbenc0_0.1.3-2_arm64.deb"", ""package"": ""libvo-amrwbenc0"", ""sha256"": ""9f359ac83bf72104f29584f0c9efd5c440a592f5d6ad24fb785213718084f624"", ""size"": 66232, ""source"": ""vo-amrwbenc"", ""source_version"": ""0.1.3-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/vo-amrwbenc/libvo-amrwbenc0_0.1.3-2_arm64.deb"", ""version"": ""0.1.3-2""}"
libvolume-key1	0.3.12-3.1+b1	amd64	volume-key	0.3.12-3.1	libvolume-key1	0.3.12-3.1+b1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:c0a2143bed700b0c236494fb10f86481d9783b48e3e8c0a92d834fedc6f735bf"", ""architecture"": ""arm64"", ""download_filename"": ""libvolume-key1_0.3.12-3.1+b1_arm64.deb"", ""filename"": ""pool/main/v/volume-key/libvolume-key1_0.3.12-3.1+b1_arm64.deb"", ""package"": ""libvolume-key1"", ""sha256"": ""c0a2143bed700b0c236494fb10f86481d9783b48e3e8c0a92d834fedc6f735bf"", ""size"": 118312, ""source"": ""volume-key"", ""source_version"": ""0.3.12-3.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/volume-key/libvolume-key1_0.3.12-3.1%2bb1_arm64.deb"", ""version"": ""0.3.12-3.1+b1""}"
libvorbis0a	1.3.7-1	amd64	libvorbis	1.3.7-1	libvorbis0a	1.3.7-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:2f902ae456bcada7b0d494d7bd7c994feb81c4158209d8a12c0b2d9e255edda7"", ""architecture"": ""arm64"", ""download_filename"": ""libvorbis0a_1.3.7-1_arm64.deb"", ""filename"": ""pool/main/libv/libvorbis/libvorbis0a_1.3.7-1_arm64.deb"", ""package"": ""libvorbis0a"", ""sha256"": ""2f902ae456bcada7b0d494d7bd7c994feb81c4158209d8a12c0b2d9e255edda7"", ""size"": 86196, ""source"": ""libvorbis"", ""source_version"": ""1.3.7-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvorbis/libvorbis0a_1.3.7-1_arm64.deb"", ""version"": ""1.3.7-1""}"
libvorbisenc2	1.3.7-1	amd64	libvorbis	1.3.7-1	libvorbisenc2	1.3.7-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f1089e220c81e267caec859bf2e440bb78ed9f318bbb51cfd6c85d35bf80144b"", ""architecture"": ""arm64"", ""download_filename"": ""libvorbisenc2_1.3.7-1_arm64.deb"", ""filename"": ""pool/main/libv/libvorbis/libvorbisenc2_1.3.7-1_arm64.deb"", ""package"": ""libvorbisenc2"", ""sha256"": ""f1089e220c81e267caec859bf2e440bb78ed9f318bbb51cfd6c85d35bf80144b"", ""size"": 80416, ""source"": ""libvorbis"", ""source_version"": ""1.3.7-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvorbis/libvorbisenc2_1.3.7-1_arm64.deb"", ""version"": ""1.3.7-1""}"
libvorbisfile3	1.3.7-1	amd64	libvorbis	1.3.7-1	libvorbisfile3	1.3.7-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f8f418e15f99905d4a2d532617511a11d700e814f8ead1a883deea2f7241970c"", ""architecture"": ""arm64"", ""download_filename"": ""libvorbisfile3_1.3.7-1_arm64.deb"", ""filename"": ""pool/main/libv/libvorbis/libvorbisfile3_1.3.7-1_arm64.deb"", ""package"": ""libvorbisfile3"", ""sha256"": ""f8f418e15f99905d4a2d532617511a11d700e814f8ead1a883deea2f7241970c"", ""size"": 25376, ""source"": ""libvorbis"", ""source_version"": ""1.3.7-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvorbis/libvorbisfile3_1.3.7-1_arm64.deb"", ""version"": ""1.3.7-1""}"
libvpx6	1.9.0-1	amd64	libvpx	1.9.0-1	libvpx6	1.9.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:878f04bcd1089f8f2aa47d20b7ec4922877e31e562c90f613756d5452b3814fd"", ""architecture"": ""arm64"", ""download_filename"": ""libvpx6_1.9.0-1_arm64.deb"", ""filename"": ""pool/main/libv/libvpx/libvpx6_1.9.0-1_arm64.deb"", ""package"": ""libvpx6"", ""sha256"": ""878f04bcd1089f8f2aa47d20b7ec4922877e31e562c90f613756d5452b3814fd"", ""size"": 751244, ""source"": ""libvpx"", ""source_version"": ""1.9.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libv/libvpx/libvpx6_1.9.0-1_arm64.deb"", ""version"": ""1.9.0-1""}"
libvte-2.91-0	0.62.3-1	amd64	vte2.91	0.62.3-1	libvte-2.91-0	0.62.3-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:db9ae7692f4169f5d043c197add286961f7cd45ba627f00114691ef699ff5d10"", ""architecture"": ""arm64"", ""download_filename"": ""libvte-2.91-0_0.62.3-1_arm64.deb"", ""filename"": ""pool/main/v/vte2.91/libvte-2.91-0_0.62.3-1_arm64.deb"", ""package"": ""libvte-2.91-0"", ""sha256"": ""db9ae7692f4169f5d043c197add286961f7cd45ba627f00114691ef699ff5d10"", ""size"": 187884, ""source"": ""vte2.91"", ""source_version"": ""0.62.3-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/vte2.91/libvte-2.91-0_0.62.3-1_arm64.deb"", ""version"": ""0.62.3-1""}"
libvte-2.91-common	0.62.3-1	amd64	vte2.91	0.62.3-1	libvte-2.91-common	0.62.3-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:e7bf72f47fa5178094b2b8a7e819bcd9242938a325a075d8b6b89707ea797cba"", ""architecture"": ""arm64"", ""download_filename"": ""libvte-2.91-common_0.62.3-1_arm64.deb"", ""filename"": ""pool/main/v/vte2.91/libvte-2.91-common_0.62.3-1_arm64.deb"", ""package"": ""libvte-2.91-common"", ""sha256"": ""e7bf72f47fa5178094b2b8a7e819bcd9242938a325a075d8b6b89707ea797cba"", ""size"": 64784, ""source"": ""vte2.91"", ""source_version"": ""0.62.3-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/vte2.91/libvte-2.91-common_0.62.3-1_arm64.deb"", ""version"": ""0.62.3-1""}"
libvulkan1	1.2.162.0-1	amd64	vulkan-loader	1.2.162.0-1	libvulkan1	1.2.162.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:303d48229ccab57342ad9cc36174429ee7b8b0cdb6e6e292b87ce3415fe5d65a"", ""architecture"": ""arm64"", ""download_filename"": ""libvulkan1_1.2.162.0-1_arm64.deb"", ""filename"": ""pool/main/v/vulkan-loader/libvulkan1_1.2.162.0-1_arm64.deb"", ""package"": ""libvulkan1"", ""sha256"": ""303d48229ccab57342ad9cc36174429ee7b8b0cdb6e6e292b87ce3415fe5d65a"", ""size"": 95688, ""source"": ""vulkan-loader"", ""source_version"": ""1.2.162.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/v/vulkan-loader/libvulkan1_1.2.162.0-1_arm64.deb"", ""version"": ""1.2.162.0-1""}"
libwacom-common	1.8-2	all	libwacom	1.8-2	libwacom-common	1.8-2	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f7317cf0f66aaa836606f04468ab3196849f3fc9cab48a8417688ffca4c63fc0"", ""architecture"": ""all"", ""download_filename"": ""libwacom-common_1.8-2_all.deb"", ""filename"": ""pool/main/libw/libwacom/libwacom-common_1.8-2_all.deb"", ""package"": ""libwacom-common"", ""sha256"": ""f7317cf0f66aaa836606f04468ab3196849f3fc9cab48a8417688ffca4c63fc0"", ""size"": 49700, ""source"": ""libwacom"", ""source_version"": ""1.8-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libw/libwacom/libwacom-common_1.8-2_all.deb"", ""version"": ""1.8-2""}"
libwacom2	1.8-2	amd64	libwacom	1.8-2	libwacom2	1.8-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:fa9fc4f12d363e14d5ec8d6890cd98cb781dbd9cfc5a2c0379f2bb18409d2a20"", ""architecture"": ""arm64"", ""download_filename"": ""libwacom2_1.8-2_arm64.deb"", ""filename"": ""pool/main/libw/libwacom/libwacom2_1.8-2_arm64.deb"", ""package"": ""libwacom2"", ""sha256"": ""fa9fc4f12d363e14d5ec8d6890cd98cb781dbd9cfc5a2c0379f2bb18409d2a20"", ""size"": 20844, ""source"": ""libwacom"", ""source_version"": ""1.8-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libw/libwacom/libwacom2_1.8-2_arm64.deb"", ""version"": ""1.8-2""}"
libwavpack1	5.4.0-1	amd64	wavpack	5.4.0-1	libwavpack1	5.4.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:81317be561d0cdb1239225772a8a9260d8178634a41263f072c340448c029490"", ""architecture"": ""arm64"", ""download_filename"": ""libwavpack1_5.4.0-1_arm64.deb"", ""filename"": ""pool/main/w/wavpack/libwavpack1_5.4.0-1_arm64.deb"", ""package"": ""libwavpack1"", ""sha256"": ""81317be561d0cdb1239225772a8a9260d8178634a41263f072c340448c029490"", ""size"": 78988, ""source"": ""wavpack"", ""source_version"": ""5.4.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/wavpack/libwavpack1_5.4.0-1_arm64.deb"", ""version"": ""5.4.0-1""}"
libwayland-client0	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	libwayland-client0	1.18.0-2~exp1.1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:7bde74828c3508b5b81400c4b9ef51d65b566d7645747b777ec171eb8ecfce47"", ""architecture"": ""arm64"", ""download_filename"": ""libwayland-client0_1.18.0-2~exp1.1_arm64.deb"", ""filename"": ""pool/main/w/wayland/libwayland-client0_1.18.0-2~exp1.1_arm64.deb"", ""package"": ""libwayland-client0"", ""sha256"": ""7bde74828c3508b5b81400c4b9ef51d65b566d7645747b777ec171eb8ecfce47"", ""size"": 26532, ""source"": ""wayland"", ""source_version"": ""1.18.0-2~exp1.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/wayland/libwayland-client0_1.18.0-2%7eexp1.1_arm64.deb"", ""version"": ""1.18.0-2~exp1.1""}"
libwayland-cursor0	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	libwayland-cursor0	1.18.0-2~exp1.1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:1c201b449abf41e864dd48c960c9ef7f180b5164a3e7562ae5fd467d60fd074e"", ""architecture"": ""arm64"", ""download_filename"": ""libwayland-cursor0_1.18.0-2~exp1.1_arm64.deb"", ""filename"": ""pool/main/w/wayland/libwayland-cursor0_1.18.0-2~exp1.1_arm64.deb"", ""package"": ""libwayland-cursor0"", ""sha256"": ""1c201b449abf41e864dd48c960c9ef7f180b5164a3e7562ae5fd467d60fd074e"", ""size"": 14400, ""source"": ""wayland"", ""source_version"": ""1.18.0-2~exp1.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/wayland/libwayland-cursor0_1.18.0-2%7eexp1.1_arm64.deb"", ""version"": ""1.18.0-2~exp1.1""}"
libwayland-egl1	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	libwayland-egl1	1.18.0-2~exp1.1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:8b5e2d8975330f308c226e3b51624a76ea8ebe5115dd8e929e05ea23c4169008"", ""architecture"": ""arm64"", ""download_filename"": ""libwayland-egl1_1.18.0-2~exp1.1_arm64.deb"", ""filename"": ""pool/main/w/wayland/libwayland-egl1_1.18.0-2~exp1.1_arm64.deb"", ""package"": ""libwayland-egl1"", ""sha256"": ""8b5e2d8975330f308c226e3b51624a76ea8ebe5115dd8e929e05ea23c4169008"", ""size"": 8412, ""source"": ""wayland"", ""source_version"": ""1.18.0-2~exp1.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/wayland/libwayland-egl1_1.18.0-2%7eexp1.1_arm64.deb"", ""version"": ""1.18.0-2~exp1.1""}"
libwayland-server0	1.18.0-2~exp1.1	amd64	wayland	1.18.0-2~exp1.1	libwayland-server0	1.18.0-2~exp1.1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:3bbcb9e41159b6268b40ce16b1512e5bcf38e63b8bcf2426eaa54b19c6988257"", ""architecture"": ""arm64"", ""download_filename"": ""libwayland-server0_1.18.0-2~exp1.1_arm64.deb"", ""filename"": ""pool/main/w/wayland/libwayland-server0_1.18.0-2~exp1.1_arm64.deb"", ""package"": ""libwayland-server0"", ""sha256"": ""3bbcb9e41159b6268b40ce16b1512e5bcf38e63b8bcf2426eaa54b19c6988257"", ""size"": 33732, ""source"": ""wayland"", ""source_version"": ""1.18.0-2~exp1.1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/wayland/libwayland-server0_1.18.0-2%7eexp1.1_arm64.deb"", ""version"": ""1.18.0-2~exp1.1""}"
libwbclient0	2:4.13.13+dfsg-1~deb11u5	amd64	samba	2:4.13.13+dfsg-1~deb11u5	libwbclient0	2:4.13.13+dfsg-1~deb11u5	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:5c8971ef2deb4eaa888b55199b4b94f1b1841aa10925c077a399b6782170950f"", ""architecture"": ""arm64"", ""download_filename"": ""libwbclient0_2%3a4.13.13+dfsg-1~deb11u5_arm64.deb"", ""filename"": ""pool/main/s/samba/libwbclient0_4.13.13+dfsg-1~deb11u5_arm64.deb"", ""package"": ""libwbclient0"", ""sha256"": ""5c8971ef2deb4eaa888b55199b4b94f1b1841aa10925c077a399b6782170950f"", ""size"": 308476, ""source"": ""samba"", ""source_version"": ""2:4.13.13+dfsg-1~deb11u5"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/s/samba/libwbclient0_4.13.13%2bdfsg-1%7edeb11u5_arm64.deb"", ""version"": ""2:4.13.13+dfsg-1~deb11u5""}"
libwebkit2gtk-4.0-37	2.40.3-2~deb11u2	amd64	webkit2gtk	2.40.3-2~deb11u2	libwebkit2gtk-4.0-37	2.40.3-2~deb11u2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:eea0476b3ef487b5ba118ebfd352a918b4eddc37061604231e82e3abb75bdaf0"", ""architecture"": ""arm64"", ""download_filename"": ""libwebkit2gtk-4.0-37_2.40.3-2~deb11u2_arm64.deb"", ""filename"": ""pool/updates/main/w/webkit2gtk/libwebkit2gtk-4.0-37_2.40.3-2~deb11u2_arm64.deb"", ""package"": ""libwebkit2gtk-4.0-37"", ""sha256"": ""eea0476b3ef487b5ba118ebfd352a918b4eddc37061604231e82e3abb75bdaf0"", ""size"": 18642632, ""source"": ""webkit2gtk"", ""source_version"": ""2.40.3-2~deb11u2"", ""url"": ""https://snapshot.debian.org/archive/debian-security/20230730T235959Z/pool/updates/main/w/webkit2gtk/libwebkit2gtk-4.0-37_2.40.3-2%7edeb11u2_arm64.deb"", ""version"": ""2.40.3-2~deb11u2""}"
libwebp6	0.6.1-2.1+deb11u1	amd64	libwebp	0.6.1-2.1+deb11u1	libwebp6	0.6.1-2.1+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:6cd7c2183a8547c376e317b584561dbfc55cd4e7d244ab7e41d7507723150f4b"", ""architecture"": ""arm64"", ""download_filename"": ""libwebp6_0.6.1-2.1+deb11u1_arm64.deb"", ""filename"": ""pool/updates/main/libw/libwebp/libwebp6_0.6.1-2.1+deb11u1_arm64.deb"", ""package"": ""libwebp6"", ""sha256"": ""6cd7c2183a8547c376e317b584561dbfc55cd4e7d244ab7e41d7507723150f4b"", ""size"": 243400, ""source"": ""libwebp"", ""source_version"": ""0.6.1-2.1+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian-security/20230730T235959Z/pool/updates/main/libw/libwebp/libwebp6_0.6.1-2.1%2bdeb11u1_arm64.deb"", ""version"": ""0.6.1-2.1+deb11u1""}"
libwebpdemux2	0.6.1-2.1+deb11u1	amd64	libwebp	0.6.1-2.1+deb11u1	libwebpdemux2	0.6.1-2.1+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:fd43982b60238198055359b2dbc5cb348f92a013614485eaadb0e9dbeffbca2b"", ""architecture"": ""arm64"", ""download_filename"": ""libwebpdemux2_0.6.1-2.1+deb11u1_arm64.deb"", ""filename"": ""pool/updates/main/libw/libwebp/libwebpdemux2_0.6.1-2.1+deb11u1_arm64.deb"", ""package"": ""libwebpdemux2"", ""sha256"": ""fd43982b60238198055359b2dbc5cb348f92a013614485eaadb0e9dbeffbca2b"", ""size"": 87596, ""source"": ""libwebp"", ""source_version"": ""0.6.1-2.1+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian-security/20230730T235959Z/pool/updates/main/libw/libwebp/libwebpdemux2_0.6.1-2.1%2bdeb11u1_arm64.deb"", ""version"": ""0.6.1-2.1+deb11u1""}"
libwebpmux3	0.6.1-2.1+deb11u1	amd64	libwebp	0.6.1-2.1+deb11u1	libwebpmux3	0.6.1-2.1+deb11u1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:5c46a9a28886a3e57ff981aad6b811615d39a0edd8e5e8507d882d175570dbde"", ""architecture"": ""arm64"", ""download_filename"": ""libwebpmux3_0.6.1-2.1+deb11u1_arm64.deb"", ""filename"": ""pool/updates/main/libw/libwebp/libwebpmux3_0.6.1-2.1+deb11u1_arm64.deb"", ""package"": ""libwebpmux3"", ""sha256"": ""5c46a9a28886a3e57ff981aad6b811615d39a0edd8e5e8507d882d175570dbde"", ""size"": 96728, ""source"": ""libwebp"", ""source_version"": ""0.6.1-2.1+deb11u1"", ""url"": ""https://snapshot.debian.org/archive/debian-security/20230730T235959Z/pool/updates/main/libw/libwebp/libwebpmux3_0.6.1-2.1%2bdeb11u1_arm64.deb"", ""version"": ""0.6.1-2.1+deb11u1""}"
libwebrtc-audio-processing1	0.3-1+b1	amd64	webrtc-audio-processing	0.3-1	libwebrtc-audio-processing1	0.3-1+b1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:f074066f53da5141ed8b5a221b7a38344f43504f13cda4597ac589e8bca914e9"", ""architecture"": ""arm64"", ""download_filename"": ""libwebrtc-audio-processing1_0.3-1+b1_arm64.deb"", ""filename"": ""pool/main/w/webrtc-audio-processing/libwebrtc-audio-processing1_0.3-1+b1_arm64.deb"", ""package"": ""libwebrtc-audio-processing1"", ""sha256"": ""f074066f53da5141ed8b5a221b7a38344f43504f13cda4597ac589e8bca914e9"", ""size"": 240916, ""source"": ""webrtc-audio-processing"", ""source_version"": ""0.3-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/webrtc-audio-processing/libwebrtc-audio-processing1_0.3-1%2bb1_arm64.deb"", ""version"": ""0.3-1+b1""}"
libwildmidi2	0.4.3-1	amd64	wildmidi	0.4.3-1	libwildmidi2	0.4.3-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:09f041820a0e2e5e19ef541a7dc88521067c266561e6f7fa24accb5dcaefafc8"", ""architecture"": ""arm64"", ""download_filename"": ""libwildmidi2_0.4.3-1_arm64.deb"", ""filename"": ""pool/main/w/wildmidi/libwildmidi2_0.4.3-1_arm64.deb"", ""package"": ""libwildmidi2"", ""sha256"": ""09f041820a0e2e5e19ef541a7dc88521067c266561e6f7fa24accb5dcaefafc8"", ""size"": 62472, ""source"": ""wildmidi"", ""source_version"": ""0.4.3-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/wildmidi/libwildmidi2_0.4.3-1_arm64.deb"", ""version"": ""0.4.3-1""}"
libwnck-3-0	3.36.0-1	amd64	libwnck3	3.36.0-1	libwnck-3-0	3.36.0-1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:afb430a85e28f92713b7aa851819335c6140ee2989bd2f089bea644b587918d3"", ""architecture"": ""arm64"", ""download_filename"": ""libwnck-3-0_3.36.0-1_arm64.deb"", ""filename"": ""pool/main/libw/libwnck3/libwnck-3-0_3.36.0-1_arm64.deb"", ""package"": ""libwnck-3-0"", ""sha256"": ""afb430a85e28f92713b7aa851819335c6140ee2989bd2f089bea644b587918d3"", ""size"": 108572, ""source"": ""libwnck3"", ""source_version"": ""3.36.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libw/libwnck3/libwnck-3-0_3.36.0-1_arm64.deb"", ""version"": ""3.36.0-1""}"
libwnck-3-common	3.36.0-1	all	libwnck3	3.36.0-1	libwnck-3-common	3.36.0-1	reuse-exact-all	exact Architecture: all binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:7257d4363474ae4eaf66381a32a0ca8748e8135f0e9efcdaaa62262c60594656"", ""architecture"": ""all"", ""download_filename"": ""libwnck-3-common_3.36.0-1_all.deb"", ""filename"": ""pool/main/libw/libwnck3/libwnck-3-common_3.36.0-1_all.deb"", ""package"": ""libwnck-3-common"", ""sha256"": ""7257d4363474ae4eaf66381a32a0ca8748e8135f0e9efcdaaa62262c60594656"", ""size"": 233996, ""source"": ""libwnck3"", ""source_version"": ""3.36.0-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libw/libwnck3/libwnck-3-common_3.36.0-1_all.deb"", ""version"": ""3.36.0-1""}"
libwoff1	1.0.2-1+b1	amd64	woff2	1.0.2-1	libwoff1	1.0.2-1+b1	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:68374f9c75187e2da527dd00a88d5ecb99d903fc6e094231caa7c02ce89079f9"", ""architecture"": ""arm64"", ""download_filename"": ""libwoff1_1.0.2-1+b1_arm64.deb"", ""filename"": ""pool/main/w/woff2/libwoff1_1.0.2-1+b1_arm64.deb"", ""package"": ""libwoff1"", ""sha256"": ""68374f9c75187e2da527dd00a88d5ecb99d903fc6e094231caa7c02ce89079f9"", ""size"": 39224, ""source"": ""woff2"", ""source_version"": ""1.0.2-1"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/w/woff2/libwoff1_1.0.2-1%2bb1_arm64.deb"", ""version"": ""1.0.2-1+b1""}"
libwpe-1.0-1	1.10.0-2	amd64	libwpe	1.10.0-2	libwpe-1.0-1	1.10.0-2	exact-arm64	exact binary, source version, URL, size and SHA-256 locked	"{""apt_digest"": ""SHA256:a639f778fbdafe16064d3d4cabc18413f8f29312b7e246ac3c2d4dd021f08129"", ""architecture"": ""arm64"", ""download_filename"": ""libwpe-1.0-1_1.10.0-2_arm64.deb"", ""filename"": ""pool/main/libw/libwpe/libwpe-1.0-1_1.10.0-2_arm64.deb"", ""package"": ""libwpe-1.0-1"", ""sha256"": ""a639f778fbdafe16064d3d4cabc18413f8f29312b7e246ac3c2d4dd021f08129"", ""size"": 15880, ""source"": ""libwpe"", ""source_version"": ""1.10.0-2"", ""url"": ""https://snapshot.debian.org/archive/debian/20230730T235959Z/pool/main/libw/libwpe/libwpe-1.0-1_1.10.0-2_arm64.deb"", ""version"": ""1.10.0-2""}"
